代码,名称,所属省市,邮编
230722,嘉荫县,230,
230781,铁力市,230,
230800,佳木斯市,230,
230801,市辖区,230,
230802,永红区,230,
230803,向阳区,230,
230804,前进区,230,
230805,东风区,230,
230811,郊区,230,
230821,富锦县,230,
230822,桦南县,230,
230823,依兰县,230,
230825,集贤县,230,
230826,桦川县,230,
230827,宝清县,230,
230828,汤原县,230,
230829,绥滨县,230,
230830,萝北县,230,
230831,同江县,230,
230832,饶河县,230,
230833,抚远县,230,
230834,友谊县,230,
230881,同江市,230,
230882,富锦市,230,
230900,七台河市,230,
230901,市辖区,230,
230902,新兴区,230,
230903,桃山区,230,
230904,茄子河区,230,
230921,勃利县,230,
231000,牡丹江市,231,
231001,市辖区,231,
231002,东安区,231,
231003,阳明区,231,
231004,爱民区,231,
231005,西安区,231,
231006,郊区,231,
231011,郊丹区,231,
231020,绥汾河市,231,
231021,宁安县,231,
231022,海林县,231,
231023,穆棱县,231,
231024,东宁县,231,
231025,林口县,231,
231026,密山县,231,
231027,虎林县,231,
231081,绥芬河市,231,
231082,密山市,231,
231083,海林市,231,
231084,宁安市,231,
231085,穆棱市,231,
231100,黑河市,231,
231101,市辖区,231,
231102,爱辉区,231,
231121,嫩江县,231,
231122,德都县,231,
231123,逊克县,231,
231124,孙吴县,231,
231181,北安市,231,
231182,五大连池市,231,
231200,绥化市,231,
231201,市辖区,231,
231202,北林区,231,
231221,望奎县,231,
231222,兰西县,231,
231223,青冈县,231,
231224,庆安县,231,
231225,明水县,231,
231226,绥棱县,231,
231281,安达市,231,
231282,肇东市,231,
231283,海伦市,231,
231700,大兴安岭地区,231,
232100,松花江地区,232,
232101,双城市,232,
232102,尚志市,232,
232103,五常市,232,
232122,宾县,232,
232124,双城县,232,
232125,五常县,232,
232126,巴彦县,232,
232127,木兰县,232,
232128,通河县,232,
232129,尚志县,232,
232130,方正县,232,
232131,延寿县,232,
232300,绥化地区,232,
232301,绥化市,232,
232302,安达市,232,
232303,肇东市,232,
232304,海伦市,232,
232321,海伦县,232,
232322,肇东县,232,
232324,望奎县,232,
232325,兰西县,232,
232326,青冈县,232,
232328,肇源县,232,
232329,肇州县,232,
232330,庆安县,232,
232331,明水县,232,
232332,绥棱县,232,
232600,黑河地区,232,
232601,黑河市,232,
232602,北安市,232,
232603,五大连池市,232,
232622,嫩江县,232,
232623,德都县,232,
232625,逊克县,232,
232626,孙吴县,232,
232700,大兴安岭地区,232,
232721,呼玛县,232,
232722,塔河县,232,
232723,漠河县,232,
232724,漠河县,232,
239000,省直辖行政单位,239,
239001,绥芬河市,239,
239002,阿城市,239,
239003,同江市,239,
239004,富锦市,239,
239005,铁力市,239,
239006,密山市,239,
310000,上海市,310,
310100,市辖区,310,
310101,黄浦区,310,
310102,南市区,310,
310103,卢湾区,310,
310104,徐汇区,310,
310105,长宁区,310,
310106,静安区,310,
310107,普陀区,310,
310108,闸北区,310,
310109,虹口区,310,
310110,杨浦区,310,
310111,吴凇区,310,
310112,闵行区,310,
310113,宝山区,310,
310114,嘉定区,310,
310115,浦东新区,310,
310116,金山区,310,
310117,松江区,310,
310118,青浦区,310,
310119,南汇区,310,
310120,奉贤区,310,
310200,县,310,
310221,县,310,
310222,嘉定县,310,
310223,宝山县,310,
310224,川沙县,310,
310225,南汇县,310,
310226,奉贤县,310,
310227,松江县,310,
310228,金山县,310,
310229,青浦县,310,
310230,崇明县,310,
320000,江苏省,320,
320100,南京市,320,
320101,市辖区,320,
320102,玄武区,320,
320103,白下区,320,
320104,秦淮区,320,
320105,建邺区,320,
320106,鼓楼区,320,
320107,下关区,320,
320111,浦口区,320,
320112,大厂区,320,
320113,栖霞区,320,
320114,雨花台区,320,
320115,江宁区,320,
320116,六合区,320,
320121,江宁县,320,
320122,江浦县,320,
320123,六合县,320,
320124,溧水县,320,
320125,高淳县,320,
320200,无锡市,320,
320201,市辖区,320,
320202,崇安区,320,
320203,南长区,320,
320204,北塘区,320,
320205,锡山区,320,
320206,惠山区,320,
320211,滨湖区,320,
320212,马山区,320,
320221,江阴县,320,
320222,无锡县,320,
320223,宜兴县,320,
320281,江阴市,320,
320282,宜兴市,320,
320283,锡山市,320,
320300,徐州市,320,
320301,市辖区,320,
320302,鼓楼区,320,
320303,云龙区,320,
320304,九里区,320,
320305,贾汪区,320,
320311,泉山区,320,
320321,丰县,320,
320322,沛县,320,
320323,铜山县,320,
320324,睢宁县,320,
320325,邳县,320,
320326,新沂县,320,
320381,新沂市,320,
320382,邳州市,320,
320400,常州市,320,
320401,市辖区,320,
320402,天宁区,320,
320403,广化区,320,
320404,钟楼区,320,
320405,戚墅堰区,320,
320411,新北区,320,
320412,武进区,320,
320421,武进县,320,
320422,金坛县,320,
320423,溧阳县,320,
320481,溧阳市,320,
320482,金坛市,320,
320483,武进市,320,
320500,苏州市,320,
320501,市辖区,320,
320502,沧浪区,320,
320503,平江区,320,
320504,金阊区,320,
320505,虎丘区,320,
320506,吴中区,320,
320507,相城区,320,
320511,郊区,320,
320520,常熟市,320,
320521,沙洲县,320,
320522,太仓县,320,
320523,昆山县,320,
320524,吴县,320,
320525,吴江县,320,
320581,常熟市,320,
320582,张家港市,320,
320583,昆山市,320,
320584,吴江市,320,
320585,太仓市,320,
320586,吴县市,320,
320600,南通市,320,
320601,市辖区,320,
320602,崇川区,320,
320611,港闸区,320,
320621,海安县,320,
320622,如皋县,320,
320623,如东县,320,
320624,南通县,320,
320625,海门县,320,
320626,启东县,320,
320681,启东市,320,
320682,如皋市,320,
320683,通州市,320,
320684,海门市,320,
320700,连云港市,320,
320701,市辖区,320,
320703,连云区,320,
320704,云台区,320,
320705,新浦区,320,
320706,海州区,320,
320721,赣榆县,320,
320722,东海县,320,
320723,灌云县,320,
320724,灌南县,320,
320800,淮安市,320,
320801,市辖区,320,
320802,清河区,320,
320803,楚州区,320,
320804,淮阴区,320,
320811,清浦区,320,
320821,淮阴县,320,
320822,灌南县,320,
320823,沭阳县,320,
320824,宿迁县,320,
320825,泗阳县,320,
320826,涟水县,320,
320827,泗洪县,320,
320828,淮安县,320,
320829,洪泽县,320,
320830,盱眙县,320,
320831,金湖县,320,
320881,宿迁市,320,
320882,淮安市,320,
320900,盐城市,320,
320901,市辖区,320,
320902,亭湖区,320,
320903,盐都区,320,
320911,郊区,320,
320921,响水县,320,
320922,滨海县,320,
320923,阜宁县,320,
320924,射阳县,320,
320925,建湖县,320,
320926,大丰县,320,
320927,东台县,320,
320928,盐都县,320,
320981,东台市,320,
320982,大丰市,320,
321000,扬州市,321,
321001,市辖区,321,
321002,广陵区,321,
321003,邗江区,321,
321011,郊区,321,
321019,仪征市,321,
321020,泰州市,321,
321021,兴化县,321,
321022,高邮县,321,
321023,宝应县,321,
321024,靖江县,321,
321025,泰兴县,321,
321026,江都县,321,
321027,邗江县,321,
321028,泰县,321,
321081,仪征市,321,
321082,泰州市,321,
321083,兴化市,321,
321084,高邮市,321,
321085,泰兴市,321,
321086,靖江市,321,
321087,姜堰市,321,
321088,江都市,321,
321100,镇江市,321,
321101,市辖区,321,
321102,京口区,321,
321111,润州区,321,
321112,丹徒区,321,
321121,丹徒县,321,
321122,丹阳县,321,
321123,句容县,321,
321124,扬中县,321,
321181,丹阳市,321,
321182,扬中市,321,
321183,句容市,321,
321200,泰州市,321,
321201,市辖区,321,
321202,海陵区,321,
321203,高港区,321,
321281,兴化市,321,
321282,靖江市,321,
321283,泰兴市,321,
321284,姜堰市,321,
321300,宿迁市,321,
321301,市辖区,321,
321302,宿城区,321,
321311,宿豫区,321,
321321,宿豫县,321,
321322,沭阳县,321,
321323,泗阳县,321,
321324,泗洪县,321,
329000,省直辖行政单位,329,
329001,泰州市,329,
329002,仪征市,329,
329003,常熟市,329,
329004,张家港市,329,
329005,江阴市,329,
329006,宿迁市,329,
329007,丹阳市,329,
329008,东台市,329,
329009,兴化市,329,
329010,淮安市,329,
329011,宜兴市,329,
330000,浙江省,330,
330100,杭州市,330,
330101,市辖区,330,
330102,上城区,330,
330103,下城区,330,
330104,江干区,330,
330105,拱墅区,330,
330106,西湖区,330,
330107,半山区,330,
330108,滨江区,330,
330109,萧山区,330,
330110,余杭区,330,
330121,萧山县,330,
330122,桐庐县,330,
330123,富阳县,330,
330124,临安县,330,
330125,余杭县,330,
330126,建德县,330,
330127,淳安县,330,
330181,萧山市,330,
330182,建德市,330,
330183,富阳市,330,
330184,余杭市,330,
330185,临安市,330,
330200,宁波市,330,
330201,市辖区,330,
330203,海曙区,330,
330204,江东区,330,
330205,江北区,330,
330206,北仑区,330,
330211,镇海区,330,
330212,鄞州区,330,
330219,余姚市,330,
330222,慈溪县,330,
330224,奉化县,330,
330225,象山县,330,
330226,宁海县,330,
330227,鄞县,330,
330281,余姚市,330,
330282,慈溪市,330,
330283,奉化市,330,
330300,温州市,330,
330301,市辖区,330,
330302,鹿城区,330,
330303,龙湾区,330,
330304,瓯海区,330,
330321,瓯海县,330,
330322,洞头县,330,
330323,乐清县,330,
330324,永嘉县,330,
330325,瑞安县,330,
330326,平阳县,330,
330327,苍南县,330,
330328,文成县,330,
330329,泰顺县,330,
330381,瑞安市,330,
330382,乐清市,330,
330400,嘉兴市,330,
330401,市辖区,330,
330402,秀城区,330,
330411,秀洲区,330,
330421,嘉善县,330,
330422,平湖县,330,
330423,海宁县,330,
330424,海盐县,330,
330425,桐乡县,330,
330481,海宁市,330,
330482,平湖市,330,
330483,桐乡市,330,
330500,湖州市,330,
330501,市辖区,330,
330502,吴兴区,330,
330503,南浔区,330,
330511,郊区,330,
330521,德清县,330,
330522,长兴县,330,
330523,安吉县,330,
330600,绍兴市,330,
330601,市辖区,330,
330602,越城区,330,
330621,绍兴县,330,
330622,上虞县,330,
330623,嵊县,330,
330624,新昌县,330,
330625,诸暨县,330,
330681,诸暨市,330,
330682,上虞市,330,
330683,嵊州市,330,
330700,金华市,330,
330701,市辖区,330,
330702,婺城区,330,
330703,金东区,330,
330719,兰溪市,330,
330721,金华县,330,
330722,永康县,330,
330723,武义县,330,
330724,东阳县,330,
330725,义乌县,330,
330726,浦江县,330,
330727,磐安县,330,
330781,兰溪市,330,
330782,义乌市,330,
330783,东阳市,330,
330784,永康市,330,
330800,衢州市,330,
330801,市辖区,330,
330802,柯城区,330,
330803,衢江区,330,
330821,衢县,330,
330822,常山县,330,
330823,江山县,330,
330824,开化县,330,
330825,龙游县,330,
330881,江山市,330,
330900,舟山市,330,
330901,市辖区,330,
330902,定海区,330,
330903,普陀区,330,
330921,岱山县,330,
330922,嵊泗县,330,
331000,台州市,331,
331001,市辖区,331,
331002,椒江区,331,
331003,黄岩区,331,
331004,路桥区,331,
331021,玉环县,331,
331022,三门县,331,
331023,天台县,331,
331024,仙居县,331,
331081,温岭市,331,
331082,临海市,331,
331100,丽水市,331,
331101,市辖区,331,
331102,莲都区,331,
331121,青田县,331,
331122,缙云县,331,
331123,遂昌县,331,
331124,松阳县,331,
331125,云和县,331,
331126,庆元县,331,
331127,景宁畲族自治县,331,
331181,龙泉市,331,
332500,丽水地区,332,
332501,丽水市,332,
332502,龙泉市,332,
332521,丽水县,332,
332522,青田县,332,
332523,云和县,332,
332524,龙泉县,332,
332525,庆元县,332,
332526,缙云县,332,
332527,遂昌县,332,
332528,松阳县,332,
332529,景宁畲族自治县,332,
332600,台州地区,332,
332601,椒江市,332,
332602,临海市,332,
332622,黄岩县,332,
332623,温岭县,332,
332624,仙居县,332,
332625,天台县,332,
332626,三门县,332,
332627,玉环县,332,
332721,定海县,332,
332722,普陀县,332,
332723,岱山县,332,
332724,嵊泗县,332,
339000,省直辖行政单位,339,
339001,余姚市,339,
339002,海宁市,339,
339003,兰溪市,339,
339004,瑞安市,339,
339005,箫山市,339,
339006,江山市,339,
339007,义乌市,339,
339008,东阳市,339,
339009,慈溪市,339,
339010,奉化市,339,
340000,安徽省,340,
340100,合肥市,340,
340101,市辖区,340,
340102,瑶海区,340,
340103,庐阳区,340,
340104,蜀山区,340,
340111,包河区,340,
340121,长丰县,340,
340122,肥东县,340,
340123,肥西县,340,
340200,芜湖市,340,
340201,市辖区,340,
340202,镜湖区,340,
340203,马塘区,340,
340204,新芜区,340,
340205,裕溪口区,340,
340206,四褐山区,340,
340207,鸠江区,340,
340211,郊区,340,
340221,芜湖县,340,
340222,繁昌县,340,
340223,南陵县,340,
340224,青阳县,340,
340300,蚌埠市,340,
340301,市辖区,340,
340302,龙子湖区,340,
340303,蚌山区,340,
340304,禹会区,340,
340311,淮上区,340,
340321,怀远县,340,
340322,五河县,340,
340323,固镇县,340,
340400,淮南市,340,
340401,市辖区,340,
340402,大通区,340,
340403,田家庵区,340,
340404,谢家集区,340,
340405,八公山区,340,
340406,潘集区,340,
340421,凤台县,340,
340500,马鞍山市,340,
340501,市辖区,340,
340502,金家庄区,340,
340503,花山区,340,
340504,雨山区,340,
340505,向山区,340,
340511,郊区,340,
340521,当涂县,340,
340600,淮北市,340,
340601,市辖区,340,
340602,杜集区,340,
340603,相山区,340,
340604,烈山区,340,
340611,郊区,340,
340621,濉溪县,340,
340700,铜陵市,340,
340701,市辖区,340,
340702,铜官山区,340,
340703,狮子山区,340,
340704,铜山区,340,
340711,郊区,340,
340721,铜陵县,340,
340800,安庆市,340,
340801,市辖区,340,
340802,迎江区,340,
340803,大观区,340,
340811,郊区,340,
340821,桐城县,340,
340822,怀宁县,340,
340823,枞阳县,340,
340824,潜山县,340,
340825,太湖县,340,
340826,宿松县,340,
340827,望江县,340,
340828,岳西县,340,
340881,桐城市,340,
340901,黄山市,340,
340925,太湖县,340,
341000,黄山市,341,
341001,市辖区,341,
341002,屯溪区,341,
341003,黄山区,341,
341004,徽州区,341,
341021,歙县,341,
341022,休宁县,341,
341023,黟县,341,
341024,祁门县,341,
341100,滁州市,341,
341101,市辖区,341,
341102,琅琊区,341,
341103,南谯区,341,
341122,来安县,341,
341124,全椒县,341,
341125,定远县,341,
341126,凤阳县,341,
341181,天长市,341,
341182,明光市,341,
341200,阜阳市,341,
341201,市辖区,341,
341202,颍州区,341,
341203,颍东区,341,
341204,颍泉区,341,
341221,临泉县,341,
341222,太和县,341,
341223,涡阳县,341,
341224,蒙城县,341,
341225,阜南县,341,
341226,颍上县,341,
341227,利辛县,341,
341281,亳州市,341,
341282,界首市,341,
341300,宿州市,341,
341301,市辖区,341,
341302,墉桥区,341,
341321,砀山县,341,
341322,萧县,341,
341323,灵璧县,341,
341324,泗县,341,
341400,巢湖市,341,
341401,市辖区,341,
341402,居巢区,341,
341421,庐江县,341,
341422,无为县,341,
341423,含山县,341,
341424,和县,341,
341500,六安市,341,
341501,市辖区,341,
341502,金安区,341,
341503,裕安区,341,
341521,寿县,341,
341522,霍邱县,341,
341523,舒城县,341,
341524,金寨县,341,
341525,霍山县,341,
341600,亳州市,341,
341601,市辖区,341,
341602,谯城区,341,
341621,涡阳县,341,
341622,蒙城县,341,
341623,利辛县,341,
341700,池州市,341,
341701,市辖区,341,
341702,贵池区,341,
341721,东至县,341,
341722,石台县,341,
341723,青阳县,341,
341800,宣城市,341,
341801,市辖区,341,
341802,宣州区,341,
341821,郎溪县,341,
341822,广德县,341,
341823,泾县,341,
341824,绩溪县,341,
341825,旌德县,341,
341881,宁国市,341,
342100,阜阳地区,342,
342101,阜阳市,342,
342102,毫州市,342,
342103,界首市,342,
342121,阜阳县,342,
342122,临泉县,342,
342123,太和县,342,
342124,涡阳县,342,
342125,蒙城县,342,
342127,阜南县,342,
342128,颍上县,342,
342129,界首县,342,
342130,利辛县,342,
342200,宿县地区,342,
342201,宿州市,342,
342221,砀山县,342,
342222,箫县,342,
342223,宿县,342,
342224,灵壁县,342,
342225,泗县,342,
342300,滁县地区,342,
342301,滁州市,342,
342321,天长县,342,
342322,来安县,342,
342324,全椒县,342,
342325,定远县,342,
342326,凤阳县,342,
342327,嘉山县,342,
342400,六安地区,342,
342401,六安市,342,
342421,六安县,342,
342422,寿县,342,
342423,霍邱县,342,
342425,舒城县,342,
342426,金寨县,342,
342427,霍山县,342,
342500,宣城地区,342,
342501,宣州市,342,
342502,宁国市,342,
342521,宣城县,342,
342522,郎溪县,342,
342523,广德县,342,
342524,宁国县,342,
342529,泾县,342,
342530,旌德县,342,
342531,绩溪县,342,
342600,巢湖地区,342,
342601,巢湖市,342,
342622,庐江县,342,
342623,无为县,342,
342625,含山县,342,
342626,和县,342,
342701,屯溪市,342,
342721,绩溪县,342,
342722,旌德县,342,
342723,歙县,342,
342724,休宁县,342,
342725,黟县,342,
342726,祁门县,342,
342728,石台县,342,
342821,怀宁县,342,
342822,桐城县,342,
342823,枞阳县,342,
342824,潜山县,342,
342825,太湖县,342,
342826,宿松县,342,
342827,望江县,342,
342828,岳西县,342,
342829,东至县,342,
342830,贵池县,342,
342900,池州地区,342,
342901,贵池市,342,
342921,东至县,342,
342922,石台县,342,
342923,青阳县,342,
350000,福建省,350,
350100,福州市,350,
350101,市辖区,350,
350102,鼓楼区,350,
350103,台江区,350,
350104,仓山区,350,
350105,马尾区,350,
350111,晋安区,350,
350121,闽侯县,350,
350122,连江县,350,
350123,罗源县,350,
350124,闽清县,350,
350125,永泰县,350,
350126,长乐县,350,
350127,福清县,350,
350128,平潭县,350,
350181,福清市,350,
350182,长乐市,350,
350200,厦门市,350,
350201,市辖区,350,
350202,鼓浪屿区,350,
350203,思明区,350,
350204,开元区,350,
350205,海沧区,350,
350206,湖里区,350,
350207,集美区,350,
350211,集美区,350,
350212,同安区,350,
350213,翔安区,350,
350221,同安县,350,
350300,莆田市,350,
350301,市辖区,350,
350302,城厢区,350,
350303,涵江区,350,
350304,荔城区,350,
350305,秀屿区,350,
350321,莆田县,350,
350322,仙游县,350,
350400,三明市,350,
350401,市辖区,350,
350402,梅列区,350,
350403,三元区,350,
350420,永安市,350,
350421,明溪县,350,
350423,清流县,350,
350424,宁化县,350,
350425,大田县,350,
350426,尤溪县,350,
350427,沙县,350,
350428,将乐县,350,
350429,泰宁县,350,
350430,建宁县,350,
350481,永安市,350,
350500,泉州市,350,
350501,市辖区,350,
350502,鲤城区,350,
350503,丰泽区,350,
350504,洛江区,350,
350505,泉港区,350,
350521,惠安县,350,
350522,晋江县,350,
350523,南安县,350,
350524,安溪县,350,
350525,永春县,350,
350526,德化县,350,
350527,金门县,350,
350581,石狮市,350,
350582,晋江市,350,
350583,南安市,350,
350600,漳州市,350,
350601,市辖区,350,
350602,芗城区,350,
350603,龙文区,350,
350621,龙海县,350,
350622,云霄县,350,
350623,漳浦县,350,
350624,诏安县,350,
350625,长泰县,350,
350626,东山县,350,
350627,南靖县,350,
350628,平和县,350,
350629,华安县,350,
350681,龙海市,350,
350700,南平市,350,
350701,市辖区,350,
350702,延平区,350,
350721,顺昌县,350,
350722,浦城县,350,
350723,光泽县,350,
350724,松溪县,350,
350725,政和县,350,
350781,邵武市,350,
350782,武夷山市,350,
350783,建瓯市,350,
350784,建阳市,350,
350800,龙岩市,350,
350801,市辖区,350,
350802,新罗区,350,
350821,长汀县,350,
350822,永定县,350,
350823,上杭县,350,
350824,武平县,350,
350825,连城县,350,
350881,漳平市,350,
350900,宁德市,350,
350901,市辖区,350,
350902,蕉城区,350,
350921,霞浦县,350,
350922,古田县,350,
350923,屏南县,350,
350924,寿宁县,350,
350925,周宁县,350,
350926,柘荣县,350,
350981,福安市,350,
350982,福鼎市,350,
352100,南平地区,352,
352101,南平市,352,
352102,邵武市,352,
352121,顺昌县,352,
352122,建阳县,352,
352123,建瓯县,352,
352124,浦城县,352,
352126,崇安县,352,
352127,光泽县,352,
352128,松溪县,352,
352129,政和县,352,
352200,宁德地区,352,
352201,宁德市,352,
352202,福安市,352,
352203,福鼎市,352,
352221,宁德县,352,
352224,福鼎县,352,
352225,霞浦县,352,
352226,福安县,352,
352227,古田县,352,
352228,屏南县,352,
352229,寿宁县,352,
352230,周宁县,352,
352231,柘荣县,352,
352600,龙岩地区,352,
352601,龙岩市,352,
352602,漳平市,352,
352622,长汀县,352,
352623,永定县,352,
352624,上杭县,352,
352625,武平县,352,
352626,漳平县,352,
352627,连城县,352,
359000,省直辖行政单位,359,
359001,永安市,359,
359002,石狮市,359,
360000,江西省,360,
360100,南昌市,360,
360101,市辖区,360,
360102,东湖区,360,
360103,西湖区,360,
360104,青云谱区,360,
360105,湾里区,360,
360111,青山湖区,360,
360121,南昌县,360,
360122,新建县,360,
360123,安义县,360,
360124,进贤县,360,
360200,景德镇市,360,
360201,市辖区,360,
360202,昌江区,360,
360203,珠山区,360,
360211,鹅湖区,360,
360212,蛟潭区,360,
360221,乐平县,360,
360222,浮梁县,360,
360281,乐平市,360,
360300,萍乡市,360,
360301,市辖区,360,
360302,安源区,360,
360311,上栗区,360,
360312,芦溪区,360,
360313,湘东区,360,
360321,莲花县,360,
360322,上栗县,360,
360323,芦溪县,360,
360400,九江市,360,
360401,市辖区,360,
360402,庐山区,360,
360403,浔阳区,360,
360411,郊区,360,
360421,九江县,360,
360422,瑞昌县,360,
360423,武宁县,360,
360424,修水县,360,
360425,永修县,360,
360426,德安县,360,
360427,星子县,360,
360428,都昌县,360,
360429,湖口县,360,
360430,彭泽县,360,
360481,瑞昌市,360,
360500,新余市,360,
360501,市辖区,360,
360502,渝水区,360,
360521,分宜县,360,
360600,鹰潭市,360,
360601,市辖区,360,
360602,月湖区,360,
360621,贵溪县,360,
360622,余江县,360,
360681,贵溪市,360,
360700,赣州市,360,
360701,市辖区,360,
360702,章贡区,360,
360721,赣县,360,
360722,信丰县,360,
360723,大余县,360,
360724,上犹县,360,
360725,崇义县,360,
360726,安远县,360,
360727,龙南县,360,
360728,定南县,360,
360729,全南县,360,
360730,宁都县,360,
360731,于都县,360,
360732,兴国县,360,
360733,会昌县,360,
360734,寻乌县,360,
360735,石城县,360,
360781,瑞金市,360,
360782,南康市,360,
360800,吉安市,360,
360801,市辖区,360,
360802,吉州区,360,
360803,青原区,360,
360821,吉安县,360,
360822,吉水县,360,
360823,峡江县,360,
360824,新干县,360,
360825,永丰县,360,
360826,泰和县,360,
360827,遂川县,360,
360828,万安县,360,
360829,安福县,360,
360830,永新县,360,
360881,井冈山市,360,
360900,宜春市,360,
360901,市辖区,360,
360902,袁州区,360,
360921,奉新县,360,
360922,万载县,360,
360923,上高县,360,
360924,宜丰县,360,
360925,靖安县,360,
360926,铜鼓县,360,
360981,丰城市,360,
360982,樟树市,360,
360983,高安市,360,
361000,抚州市,361,
361001,市辖区,361,
361002,临川区,361,
361021,南城县,361,
361022,黎川县,361,
361023,南丰县,361,
361024,崇仁县,361,
361025,乐安县,361,
361026,宜黄县,361,
361027,金溪县,361,
361028,资溪县,361,
361029,东乡县,361,
361030,广昌县,361,
361100,上饶市,361,
361101,市辖区,361,
361102,信州区,361,
361121,上饶县,361,
361122,广丰县,361,
361123,玉山县,361,
361124,铅山县,361,
361125,横峰县,361,
361126,弋阳县,361,
361127,余干县,361,
361128,鄱阳县,361,
361129,万年县,361,
361130,婺源县,361,
361181,德兴市,361,
362100,赣州地区,362,
362101,赣州市,362,
362102,瑞金市,362,
362103,南康市,362,
362121,赣县,362,
362122,南康县,362,
362123,信丰县,362,
362124,大余县,362,
362125,上犹县,362,
362126,崇义县,362,
362127,安远县,362,
362128,龙南县,362,
362129,定南县,362,
362130,全南县,362,
362131,宁都县,362,
362132,于都县,362,
362133,兴国县,362,
362134,瑞金县,362,
362135,会昌县,362,
362136,寻乌县,362,
362137,石城县,362,
362200,宜春地区,362,
362201,宜春市,362,
362202,丰城市,362,
362203,樟树市,362,
362204,高安市,362,
362221,丰城县,362,
362222,高安县,362,
362223,清江县,362,
362226,奉新县,362,
362227,万载县,362,
362228,上高县,362,
362229,宜丰县,362,
362232,靖安县,362,
362233,铜鼓县,362,
362300,上饶地区,362,
362301,上饶市,362,
362302,德兴市,362,
362321,上饶县,362,
362322,广丰县,362,
362323,玉山县,362,
362324,铅山县,362,
362325,横峰县,362,
362326,弋阳县,362,
362329,余干县,362,
362330,波阳县,362,
362331,万年县,362,
362333,德兴县,362,
362334,婺源县,362,
362400,吉安地区,362,
362401,吉安市,362,
362402,井冈山市,362,
362421,吉安县,362,
362422,吉水县,362,
362423,峡江县,362,
362424,新干县,362,
362425,永丰县,362,
362426,泰和县,362,
362427,遂川县,362,
362428,万安县,362,
362429,安福县,362,
362430,永新县,362,
362431,莲花县,362,
362432,宁冈县,362,
362500,抚州地区,362,
362501,抚州市,362,
362502,临川市,362,
362521,临川县,362,
362522,南城县,362,
362523,黎川县,362,
362524,南丰县,362,
362525,崇仁县,362,
362526,乐安县,362,
362527,宜黄县,362,
362528,金溪县,362,
362529,资溪县,362,
362531,东乡县,362,
362532,广昌县,362,
370000,山东省,370,
370100,济南市,370,
370101,市辖区,370,
370102,历下区,370,
370103,市中区,370,
370104,槐荫区,370,
370105,天桥区,370,
370111,历城区,370,
370112,历城区,370,
370113,长清区,370,
370121,历城县,370,
370122,章丘县,370,
370123,长清县,370,
370124,平阴县,370,
370125,济阳县,370,
370126,商河县,370,
370181,章丘市,370,
370200,青岛市,370,
370201,市辖区,370,
370202,市南区,370,
370203,市北区,370,
370204,台东区,370,
370205,四方区,370,
370206,沧口区,370,
370211,黄岛区,370,
370212,崂山区,370,
370213,李沧区,370,
370214,城阳区,370,
370221,崂山区,370,
370222,即墨市,370,
370223,胶南县,370,
370224,胶州市,370,
370225,莱西县,370,
370226,平度市,370,
370281,胶州市,370,
370282,即墨市,370,
370283,平度市,370,
370284,胶南市,370,
370285,莱西市,370,
370300,淄博市,370,
370301,市辖区,370,
370302,淄川区,370,
370303,张店区,370,
370304,博山区,370,
370305,临淄区,370,
370306,周村区,370,
370321,桓台县,370,
370322,高青县,370,
370323,沂源县,370,
370400,枣庄市,370,
370401,市辖区,370,
370402,市中区,370,
370403,薛城区,370,
370404,峄城区,370,
370405,台儿庄区,370,
370406,山亭区,370,
370421,滕县,370,
370481,滕州市,370,
370500,东营市,370,
370501,市辖区,370,
370502,东营区,370,
370503,河口区,370,
370504,牛庄区,370,
370521,垦利县,370,
370522,利津县,370,
370523,广饶县,370,
370600,烟台市,370,
370601,市辖区,370,
370602,芝罘区,370,
370611,福山区,370,
370612,牟平区,370,
370613,莱山区,370,
370620,威海市,370,
370622,蓬莱县,370,
370623,黄县,370,
370624,招远县,370,
370625,掖县,370,
370627,莱阳县,370,
370628,栖霞县,370,
370629,海阳市,370,
370630,乳山县,370,
370631,牟平县,370,
370632,文登县,370,
370633,荣成县,370,
370634,长岛县,370,
370681,龙口市,370,
370682,莱阳市,370,
370683,莱州市,370,
370684,蓬莱市,370,
370685,招远市,370,
370686,栖霞市,370,
370687,海阳市,370,
370700,潍坊市,370,
370701,市辖区,370,
370702,潍城区,370,
370703,寒亭区,370,
370704,坊子区,370,
370705,奎文区,370,
370719,青州市,370,
370722,安丘县,370,
370723,寿光县,370,
370724,临朐县,370,
370725,昌乐县,370,
370726,昌邑县,370,
370727,高密县,370,
370728,诸城县,370,
370729,五莲县,370,
370781,青州市,370,
370782,诸城市,370,
370783,寿光市,370,
370784,安丘市,370,
370785,高密市,370,
370786,昌邑市,370,
370800,济宁市,370,
370801,市辖区,370,
370802,市中区,370,
370811,任城区,370,
370819,曲阜市,370,
370822,兖州县,370,
370825,邹县,370,
370826,微山县,370,
370827,鱼台县,370,
370828,金乡县,370,
370829,嘉祥县,370,
370830,汶上县,370,
370831,泗水县,370,
370832,梁山县,370,
370881,曲阜市,370,
370882,兖州市,370,
370883,邹城市,370,
370900,泰安市,370,
370901,市辖区,370,
370902,泰山区,370,
370903,岱岳区,370,
370911,郊区,370,
370919,莱芜市,370,
370920,新泰市,370,
370921,宁阳县,370,
370922,肥城县,370,
370923,东平县,370,
370982,新泰市,370,
370983,肥城市,370,
371000,威海市,371,
371001,市辖区,371,
